LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01004725,1800000.0,15.961109211985248,15.537229399351473,1703.0,0.27299857602292393,0.6047523301028098,0.11619882039593572,17204.139589293107,132.38523038701072,18,97.12978870973193,2167.4728668486378,0.007939460237165755,27,6,139731.353069001
E01004726,1130000.0,19.418634067336377,19.31161100131125,1741.0,0.18568181666181527,0.612,0.09319306325934175,248.0,86.80183638243881,21,410.94200928041647,2279.8897422219247,0.012275493911315646,23,3,151316.49449875523
E01004727,1150000.0,20.7844008537415,20.135071565801645,1804.0,1.1314757680610323,0.645,0.071,90179.0,418.6284112972227,4,520.0045834905452,5570.869454133974,0.004923514126811587,63,8,1279220.0375080174
E01004728,540000.0,18.53480851300517,16.998990786746276,1618.0,0.0748268702871455,0.6067918325534809,0.11184126475440688,10548.849725752656,142.80094837118838,22,537.7996539049533,1256.9569394717696,0.01680514419896056,25,3,60528.35747422522
E01004729,945000.0,14.990469099266724,14.6631161262261,1647.0,0.060502363748503485,0.4498755378138991,0.08349999999999999,93.09225966099372,144.59311340463168,21,652.6198723713534,333.0132938347403,0.005505568789326142,10,1,54594.15164180135
E01004730,1633750.0,3.382757618402898,2.418762012250248,1681.0,0.45014982257144287,0.731,0.022,126400.0,206.22807285756733,10,785.8295277176974,3077.7558057590895,0.006837149316737444,38,5,330054.22193171614
E01004731,2830200.0,50.62391349201972,48.40052492669473,1736.0,0.6750746126702009,0.561,0.153,88661.0,273.7845033999278,20,256.77403387931446,7252.213206290661,0.010743735711087988,142,8,382440.16828272666
E01004732,784916.1824081767,41.81556322970889,45.17224770307385,1784.0,0.06987561138670499,0.631,0.089,69.0,113.83285230273222,34,503.1099336999634,1486.0897376738965,0.02126784051755268,37,1,30.851943413034533
E01004733,1333000.0,45.328095076115666,39.9891897205911,1861.0,0.6481034897790152,0.569,0.156,142558.0,93.23158197340022,31,113.88199882151211,6261.853843808098,0.009661716594964077,120,3,63087.57228692267
E01004734,1125000.0,89.12159500217831,90.69554866138239,1802.0,0.3250825290009659,0.621,0.095,122550.0,113.0209220209225,46,316.7448373695549,5823.42415362966,0.017913684659024112,126,5,26288.35397031332
E01004735,1544500.0,77.5256400315382,81.00968409835782,1636.0,0.5591362090815539,0.682,0.1,17867.0,53.67287633816315,22,255.43689388850157,8710.04342301656,0.015577724924801327,150,3,10477.34512935099
E01004736,705000.0,58.71151791437097,55.049921580688576,1774.0,1.1903648672321536,0.587,0.226,424107.0,143.46406735448736,11,147.49326051438592,14186.883183864553,0.011917655521386362,234,6,270113.0891382242
E01004737,1993750.0,26.246257293092555,27.666250567791955,1476.0,0.09882504378898722,0.768,0.11692536277003991,5.0,169.17107346788006,24,588.3060726227416,1046.6392989178205,0.010590367654689688,24,4,61626.48978183548
E01004738,1115000.0,30.636935097001984,31.248729192391643,1342.0,0.16395376508549353,0.5812867740896406,0.10025752990016318,4324.654987979424,235.6363942236905,21,615.8974936432224,1855.585687657584,0.011317737574919311,34,3,49287.864790666936
E01004739,896436.9357698222,30.86565950421423,30.89978878209677,1645.0,0.029180058724999507,0.749,0.10256627646974613,98.0,101.80766822957472,18,683.4945448552974,394.724954439876,0.013527215903157256,11,1,24203.25907939688
E01004740,537500.0,41.68746540194868,41.20433646596301,1471.0,0.04881106659393708,0.623133616088255,0.09624531006910732,22769.69895140834,129.68095534496493,23,501.8894350032074,431.08890341921824,0.008832409907213606,8,1,36787.070964696606
E01004741,675000.0,39.273735811702835,36.03892980045936,1426.0,0.056291942847486384,0.588,0.009,443.0,51.313313064590744,23,738.2268323258826,934.7254375067896,0.01660472026733196,27,4,28510.356948427434
E01004742,762500.0,39.579396892260455,39.76235014750323,1573.0,0.046668013547894426,0.686,0.038,146.0,111.39732412996752,22,543.832494016861,1129.5068375566254,0.024202381010362657,20,1,5308.833030406259
E01004743,770000.0,24.132673759332732,19.464954591936753,1424.0,0.04901332696069169,0.477,0.139,526.0,68.23692116467849,34,698.6116615139723,1109.4018156967752,0.022635061823826953,25,1,5351.652013612717
E01004744,854000.0,47.347634657433325,44.58648024630973,1605.0,0.10828946415014061,0.59,0.137,237.0,82.29040676952158,26,337.36932099550097,2321.092896205736,0.02143431367649996,53,2,10168.900173108519
E01004745,840000.0,41.87314205852594,41.24899117252109,1609.0,0.2925872272949943,0.606,0.021,21017.0,86.28103684069508,37,391.01009122558594,3464.7612825350675,0.011841806337779067,61,5,21937.74513874545
E01004746,470000.0,26.93168226719443,27.217647779097625,1558.0,0.04050519542848138,0.6388751377765058,0.07105755626656417,15886.762779386432,176.42323239498793,31,707.9858956478568,739.574586193407,0.018259163166570988,19,1,417.1396023213153
E01004747,786500.0,39.80736750140616,39.79882336770611,1512.0,0.10829630096095084,0.5973230215443651,0.104230345937055,25070.772968697092,87.74566044707551,29,678.3751725140548,2612.595752368263,0.02412462694107579,61,1,1974.8405930544616
E01004748,1097500.0,63.13869603912216,60.60205489390279,1485.0,0.08725487957431113,0.69,0.101,9095.0,132.4508362487698,46,207.74852171623328,1629.473207407507,0.018674684942691182,32,2,2089.416176964952
E01004749,975000.0,48.566729991516596,42.15763414010758,1694.0,0.13784433363345658,0.619,0.095,836.0,88.32145819214733,40,199.80895438448462,3405.4857914852964,0.024705561994763557,68,4,74024.53948672592
E01004750,1150000.0,62.57755903252781,59.97146273392336,1735.0,0.2560775453653289,0.599,0.048,11290.0,34.842367478748805,58,51.25512406629106,4539.312992411828,0.017698883113919237,89,4,107215.14852375767
E01004751,1207537.0,43.248684710941696,41.490623557573485,1813.0,0.084610232732189,0.43,0.086,13.0,236.5602575329551,45,161.95509212940547,2250.3287419931958,0.026722285446969116,60,4,68017.16670537181
E01004752,775000.0,31.06448600899112,36.58082361313264,1739.0,0.03586177907712662,0.6057434365022206,0.13331200796946155,1689.6648703592894,162.85016002188078,26,420.7770284281789,896.6497683745511,0.025002848153541587,20,1,30642.01970584309
E01004753,665000.0,26.70234149787433,31.17951069033369,1812.0,0.05918954785556144,0.630698962318708,0.1362104523225926,2177.8308738482574,117.6125423525648,19,375.9424890402716,1758.1712083025727,0.029702864844893432,41,2,55416.19540031513
E01004754,575000.0,17.659169161032956,17.121651982962327,1594.0,0.0829935410228255,0.6461592193681358,0.09813468815938294,410.6897608122811,181.440097001432,16,375.07581764548024,309.58788461381437,0.003730347453467827,12,3,64209.66863734517
E01004755,538000.0,16.747498071195682,17.22964947962653,1542.0,0.11516328368769409,0.598957389831293,0.10007720403568948,332.7019997242206,113.30057967244953,28,281.57332957167813,1163.951916296296,0.010111939335267899,32,3,74745.74071751758
E01004756,687500.0,16.75628256792336,16.37586056117768,1552.0,0.059370069578068396,0.6180773188786254,0.2,1192.950317624383,201.785005316773,14,503.0575960309439,774.501481175032,0.013045470609120462,14,3,56697.32101001219
E01004757,610000.0,28.74905915290376,30.855498920575094,1550.0,0.12362818227962677,0.5859122134019683,0.035743575926732635,617.3383583770254,89.4930849577164,23,192.2941263781857,2413.2062424835513,0.019528786985999764,30,2,42606.25479328362
E01004760,725000.0,15.038540369048146,15.034291744936274,1366.0,0.07157276855828858,0.578,0.09171184802230974,18.0,70.92526153539302,22,294.22572633892526,750.0070117413318,0.010453364589954597,17,1,56569.7576578583
E01004761,3200000.0,53.30654812869526,52.44084951994556,1910.0,0.5200688036591771,0.618,0.199,10193.0,155.94077040750906,19,135.37522328048377,11064.695551422414,0.02127506225066579,182,6,139816.6485781294
E01004762,3410000.0,56.85470302109353,56.10480738847114,1988.0,0.2931151624710297,0.363,0.316,148.0,277.2541480042057,26,460.6394256556435,6338.980850945407,0.02162594070305923,119,4,58197.90245530972
E01004763,1372500.0,70.73141145740844,74.09557684421077,2067.0,0.29366480236289316,0.665,0.095,8534.0,53.89525826507273,28,104.36646395241779,6796.030196325044,0.02314229326886008,138,4,72795.33199723637
E01004765,1811325.0,64.10032021592068,64.4405525872323,2061.0,0.2679640964277375,0.64,0.187,5377.0,97.1374441570315,23,13.594521187263998,6690.44662419808,0.024967550193971236,136,4,27142.747505189956
E01032512,435000.0,15.942849951750476,15.592365024421902,1841.0,0.16820506079177455,0.6144266154939599,0.03579249828582917,180.10600556855437,178.15899883307176,17,117.79484872647116,2065.3659623766666,0.012279950960447754,26,4,59150.387215318595
E01032513,500000.0,17.517891230558554,16.639434760724445,1316.0,0.05341184856390299,0.6427294193007382,0.06233508527564658,76.9754359929676,44.541503153732904,22,243.77797464735295,702.9917763728711,0.013173352370830073,13,1,23319.695128568717
E01032562,396500.0,5.809551870783204,6.54031080808792,1458.0,0.2301166371140293,0.502,0.439,222.0,40.947296145749256,17,798.9509990283727,3175.604673480771,0.013800038758304737,49,2,211638.1244306349
E01032563,650000.0,5.095166905893516,4.470270998916372,1454.0,0.3748137191225505,0.5239241296021802,0.19235830629589173,116.55651041173861,360.54066949999566,13,856.8593856220788,3878.818282958793,0.010348579512557684,37,1,369549.4744357057
E01032564,378000.0,5.964637276998152,5.706536848016327,1296.0,0.15256872099221222,0.0,0.155914441812963,3.0,26.219377462978045,21,1141.3821263296725,1839.951677001298,0.01205990009552795,30,2,146222.35119095808
E01032565,396250.0,5.034432525754584,5.12875980587877,1241.0,0.21624253527125856,0.5158524189933208,0.265416586322189,179.14094978228943,198.10812511203955,18,1199.4122205127571,2455.9964701869053,0.011357607221031879,39,3,221722.03513188407
E01032566,377000.0,4.536138502677973,4.899409286998299,1614.0,0.5536414233479896,0.5825270102601534,0.213800583456441,76.27727055487978,425.4521208723873,6,832.2512458186044,2644.270694230613,0.004775417150134007,28,5,562095.3302136586
E01032567,400000.0,4.671782009144045,4.717631200762273,1526.0,0.4128854027452285,0.502,0.174,12.0,99.38304883704862,7,1358.3277074173393,3119.1268833409445,0.007554428860875103,41,4,372944.0770354433
E01032568,435000.0,10.143994283250976,10.9375625761306,1469.0,0.3677637159009482,0.649,0.021,19.0,150.42434876072403,16,238.41594710005876,2846.038401298583,0.007738757679981281,47,7,289757.1845052712
E01032569,400000.0,7.528227568241503,7.804249457856178,1596.0,0.31295465987556187,0.454,0.2466859839622137,5.0,122.19052706619217,11,244.01532737304615,2672.3906722777933,0.008539274230728724,33,7,231496.71425741084
E01032572,727000.0,16.261902378865194,17.971088837224997,1527.0,0.22446841269086135,0.5819921363719043,0.22636096399464328,136.68018252878994,78.29013807162316,22,172.28946419098614,2940.1143428109826,0.013088766582123332,71,4,132731.99396939867
E01032573,648000.0,19.065122752094684,19.26173798348301,1502.0,0.23111330836816593,0.629,0.049,1327.0,79.87424912790043,25,284.6803505187184,3197.7511378502827,0.013836313608425986,57,4,180250.8744519118
E01032574,413700.0,10.610136938437488,9.176725584683796,1681.0,0.36434394394460173,0.7,0.074,1713.0,100.42663132695111,18,372.6095287905937,4167.864634909351,0.011439134715339543,58,5,235559.16950389522
E01032575,280000.0,13.60908791436248,13.873755821424997,1591.0,0.14478389802631406,0.627,0.021,109.0,167.22005092442777,18,91.96696511094164,1624.815726506768,0.011222175260464429,28,4,65931.28986779792
E01032576,570000.0,3.266866442287741,3.351532183346211,1522.0,0.22620124328000685,0.5537514002513368,0.071924210258246,44.72501680301605,317.3666539962822,4,451.0240966002362,2009.8978889664347,0.008884351042561132,22,3,211655.82691286603
E01032577,605000.0,2.452118215783769,2.429223563294894,1645.0,0.36061751064643965,0.5871499375354183,0.064,27.85633623014221,76.93538644156708,4,548.8927032795092,3378.170539889438,0.009362930636170469,43,4,361244.60270516644
E01032579,422500.0,20.167887281515725,22.089403801835743,1458.0,0.19139457208660332,0.6,0.15767087253748027,9.0,85.26827908127206,20,111.30175510818765,1910.7386759847716,0.009983703666188025,25,6,102882.98029072034
E01032580,450000.0,8.18409538409804,7.691095378966243,1305.0,0.12788475389179443,0.4674505723772129,0.14144804604834305,422.24261074331605,70.08882568856859,12,546.3185177436256,1583.8456527528626,0.012384923495794236,22,1,127884.97670500091
E01032581,258750.0,8.338139477570985,7.838805549613321,1503.0,0.2892806658149632,0.5175150478399522,0.15666957395431194,207.4550863910219,317.348262330597,13,244.92028450991165,2125.7192673469663,0.007348248670687097,27,3,170615.33638949558
E01032582,765345.0,93.45291726537432,92.31128348238491,1469.0,0.3686959000473828,0.636,0.095,20339.0,35.86992112308624,45,21.010672431079353,4910.909518895399,0.01334322139923591,81,5,30134.292822372663
